      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000  7.98727e+06
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000  2.32652e+07
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000  3.15909e+07
      0.00000      0.00000      0.00000
      0.00000      0.00000  1.51074e+07
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000  1.44759e+07
      0.00000      0.00000  7.18737e+06
      0.00000      0.00000  2.34819e+07
      0.00000      0.00000  1.53282e+07
      0.00000      0.00000  2.26624e+07
      0.00000      0.00000  2.47158e+07
      0.00000      0.00000  6.90434e+06
      0.00000      0.00000      0.00000
      0.00000      0.00000  1.24122e+07
      0.00000      0.00000  2.49019e+07
      0.00000      0.00000  3.32552e+07
      0.00000      0.00000  5.53545e+07
      0.00000      0.00000  7.31343e+07
      0.00000      0.00000  4.74073e+07
      0.00000      0.00000  6.99245e+07
      0.00000      0.00000  6.69800e+07
      0.00000      0.00000  5.00311e+07
      0.00000  2.70136e+07  1.01791e+08
  1.32019e+07      0.00000  1.67925e+08
  1.30022e+07  5.32909e+07  3.48840e+08
  1.22645e+08  7.73002e+07  8.60818e+08
  2.20151e+08  3.08573e+08  2.40105e+08
  1.34670e+08      0.00000      0.00000
  2.00040e+07      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
