      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000  9.32037e+06
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000  9.03652e+06
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000  1.69970e+07
      0.00000      0.00000      0.00000
      0.00000      0.00000  1.14964e+07
      0.00000      0.00000      0.00000
      0.00000      0.00000  1.04805e+07
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
  8.26544e+06      0.00000  8.11620e+06
      0.00000  8.05201e+06      0.00000
      0.00000      0.00000  1.58061e+07
      0.00000      0.00000      0.00000
      0.00000      0.00000  1.12558e+07
      0.00000  7.82631e+06  2.63877e+07
      0.00000  1.85042e+07      0.00000
      0.00000  7.74448e+06  1.54759e+07
      0.00000  7.70560e+06  3.33388e+07
      0.00000      0.00000  3.71862e+07
  7.73488e+06      0.00000  3.00053e+07
  7.77757e+06      0.00000  2.58809e+07
  7.61032e+06  8.66792e+06  4.93029e+07
  7.66234e+06  1.48108e+07  3.06668e+07
  1.50436e+07  7.28974e+06  3.82830e+07
  7.46709e+06      0.00000  4.30123e+07
  7.35850e+06  2.30546e+07  4.66779e+07
      0.00000  2.16523e+07  7.31066e+07
  1.46898e+07      0.00000  5.44254e+07
  7.21961e+06  2.27488e+07  6.00383e+07
      0.00000  7.04145e+06  7.78591e+07
  2.14716e+07      0.00000  1.06905e+08
  1.42150e+07  1.38521e+07  7.27307e+07
  1.40371e+07  8.50145e+06  1.36167e+08
  1.44811e+07  1.50233e+07  1.31972e+08
  1.39443e+07      0.00000  1.63076e+08
  1.36225e+07  3.53779e+07  1.81464e+08
      0.00000  1.97750e+07  1.47663e+08
  4.10691e+07  1.46217e+07  2.48321e+08
  1.45404e+07  1.94187e+07  2.72460e+08
  2.01517e+07  5.16302e+07  4.01227e+08
  1.98979e+07  2.82694e+07  3.77255e+08
  4.01738e+07  4.61287e+07  4.76986e+08
  5.94978e+07  9.73677e+07  4.41961e+08
  1.26545e+08  1.25663e+08  8.12970e+08
  1.51262e+08  1.35504e+08  8.34865e+08
  2.77348e+08  2.19815e+08  7.58831e+08
  2.34352e+08  2.23884e+08  8.34915e+08
  2.99357e+08  2.24698e+08  1.17665e+09
  3.44967e+08  2.06203e+08  1.86131e+09
  8.15315e+08  6.94050e+08  2.64814e+09
  6.04291e+08  6.64901e+08  6.77631e+08
  3.97300e+08  2.09517e+07      0.00000
  4.14182e+07      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000
