ID,Eddington ratio,M_BH,sigma_* (km/s)
826,   5.2418988e-05,31712.1,28.024980971919312
827,   3.6214318e-08,54289.1,31.81362561442474
828,   6.0874040e-05,74831.9,34.31503317324236
829,            -NaN,0.0,0.0
830,   1.6712764e-05,100740.0,36.8074825721753
831,   5.0467679e-13,11439.3,22.03460844847285
832,   1.6026486e-07,1428.85,13.490755719613606
833,   1.5829345e-05,105486.0,37.20929285105339
834,   4.2103262e-06,227013.0,44.5815503601473
835,   1.2214706e-07,90116.8,35.8527044136325
836,   1.0979385e-06,57223.1,32.21101262899808
837,            -NaN,0.0,0.0
838,            -NaN,0.0,0.0
839,   9.7437226e-07,224752.0,44.47642720742556
840,            -NaN,0.0,0.0
841,   1.6116225e-05,152408.0,40.582906507818485
842,            -NaN,0.0,0.0
843,   3.4847257e-11,94341.7,36.24222314837702
844,   2.4343176e-06,84576.6,35.32018524324299
845,   6.6111305e-06,62275.0,32.86018678885879
846,   4.9508664e-05,121709.0,38.48612764965113
847,   7.1935096e-08,158308.0,40.94807602230621
848,   2.3737660e-06,139495.0,39.74430968946
849,   1.5217705e-06,40222.7,29.641204618489027
850,   1.9147949e-11,98282.4,36.59370245948425
851,   2.2025569e-06,35884.0,28.853913397783494
852,   3.8124706e-07,47669.3,30.852748401692992
853,   4.7233723e-07,98580.9,36.61988463427866
854,   5.7361743e-06,174526.0,41.90090698213001
855,   6.1192166e-06,209620.0,43.75125770148232
856,   1.5585096e-08,134360.0,39.39429170340946
857,   2.4701937e-06,161767.0,41.15735268035507
858,   1.5414762e-06,124293.0,38.67729538021957
859,   2.3603517e-11,109119.0,37.50763726384247
860,   2.9249132e-06,142559.0,39.948495656064125
861,   8.0170595e-09,14287.0,23.220661185405618
862,   4.6921289e-07,60071.8,32.58221608421481
863,            -NaN,0.0,0.0
864,   7.5132903e-08,107969.0,37.414030455264914
865,   2.8492128e-05,225059.0,44.49074817340894
866,   3.0903302e-06,235673.0,44.97693547829654
867,   3.2036612e-07,108791.0,37.48101612129376
868,   1.3100342e-07,60030.2,32.57689313418253
869,            -NaN,0.0,0.0
870,   9.1942601e-08,14290.3,23.221926047846186
871,   4.1602474e-05,126509.0,38.83883373477184
872,   0.00068859783,150570.0,40.46694181182816
873,   1.0678366e-05,68406.1,33.59604934793343
874,   3.5141541e-08,5714.38,18.70739334970152
875,   3.9826442e-06,154338.0,40.70353115265162
876,            -NaN,0.0,0.0
877,   3.2196899e-08,70008.2,33.77998527566964
878,   7.3238090e-13,20014.9,25.14234626918374
879,            -NaN,0.0,0.0
880,   2.1226655e-08,5714.32,18.70734702300879
881,   1.6424241e-07,273034.0,46.56528267523664
882,            -NaN,0.0,0.0
883,            -NaN,0.0,0.0
884,   3.8746672e-07,38587.5,29.35247790677054
885,   2.9962512e-05,158317.0,40.94862505455963
886,   2.6039943e-05,74411.9,34.269511891670454
887,   1.5348066e-05,151212.0,40.507569751117764
888,   1.5068908e-05,80830.9,34.94484829632345
889,   1.3778493e-07,4286.46,17.48085722430779
890,            -NaN,0.0,0.0
891,   8.1085471e-06,31781.7,28.03947535858179
892,   1.1812257e-05,295082.0,47.4259987851433
893,   3.3873579e-06,46226.7,30.62994688073193
894,   5.8078748e-13,5741.82,18.728541243838855
895,   3.8805205e-11,65729.5,33.281269544469986
896,   4.1747857e-10,172095.0,41.76251638368795
897,   4.0388017e-07,62099.5,32.83832248250384
898,   6.2451557e-08,5714.8,18.707717626143456
899,   3.2283075e-08,41431.0,29.848842842229956
900,   2.1867053e-06,40099.9,29.619836595139127
901,   2.1285715e-07,89042.7,35.751457405758906
